text,classification,tweet_proc
"å drive latterliggjøring av mennesker som ikke liker halal-konseptet i en tid da Europa uttrykkes som islamisert, er like umoralsk som å drukne mediebildet i solskinnets ansikt som en distraksjon fra den morderiske zombieaffæren i Marokko.",0,drive latterliggjøring mennesker ikke liker halal konseptet tid europa uttrykkes islamisert like umoralsk drukne mediebildet solskinnets ansikt distraksjon morderiske zombieaffæren marokko
"argumentet ditt er hjernedød. vi var på politistasjonen og hentet utstyr etter den islamske oppførselen på furuen. at sharia-trollet utøvde verbal vold er hennes provokasjon, ikke vår. at vi praktiserer ytringsfrihet på fb-gruppen er ikke knyttet til saken.",1,argumentet hjernedød politistasjonen hentet utstyr islamske oppførselen furuen sharia trollet utøvde verbal vold provokasjon ikke praktiserer ytringsfrihet fb gruppen ikke knyttet saken
mannen med bart var vill for kaker. skal vi bli kvitt eksternt?,1,mannen bart vill kaker kvitt eksternt
i går kom det en pakkiskid (han var pakkis sorry) og spurte om vi hadde slike plastmerker med en slik logo som du fester til ting,0,går pakkiskid pakkis sorry spurte slike plastmerker logo fester ting
"en gang kalt detakkis jobb, nå: skaff deg en polsk. for mye innvandring skaper sosial dumping. se helheten.",1,gang kalt detakkis jobb skaff polsk mye innvandring skaper sosial dumping se helheten
synes snikislamisering er en dårlig sammenligning. all grunn til å mistenke bruken av dette ordet. skagen sier produksjonen er god.,1,synes snikislamisering dårlig sammenligning all grunn mistenke bruken ordet skagen sier produksjonen god
"Det er ikke noe verre enn å hevde at bilistene er de nye jødene enn det skamløse misbruket av jødisk historie som en shoaib og engasjere seg i hver eneste krystallnatt, når de tjener nordmenn den fullstendig rasende påstanden om at de antisemittiske muslimene er de nye jødene.",1,ikke verre hevde bilistene nye jødene skamløse misbruket jødisk historie shoaib engasjere eneste krystallnatt tjener nordmenn fullstendig rasende påstanden antisemittiske muslimene nye jødene
"der noen ser infeksjonskontroll, andre ser snikislamisering",0,ser infeksjonskontroll andre ser snikislamisering
"strikkeoppskrifter leses fra høyre til venstre. er dette et annet eksempel på snikislamisering, denne gangen via selegraver?",1,strikkeoppskrifter leses høyre venstre annet eksempel snikislamisering gangen via selegraver
aftenposten villeder med hvitvasking av islam:,0,aftenposten villeder hvitvasking islam
rapport fra sians informasjonsformidling i gjøvik. lenker til talene i artikkelen. øvik,1,rapport sians informasjonsformidling gjøvik lenker talene artikkelen øvik
det tok ikke mange sekunder før krangeldagen herbjørnsrud gjorde seg utilnærmelig på twitter. han slipper ikke unna. 3.3.20 skal han snakke svada med hylland eriksen på furuset bibliotek. oppmøte!,1,tok ikke sekunder krangeldagen herbjørnsrud gjorde utilnærmelig twitter slipper ikke unna snakke svada hylland eriksen furuset bibliotek oppmøte
ny rekord i tull fra frps nordheim: likestiller siv jensens bruk av snikislamisering med martin kolbergs angrep på radikal islam.,1,ny rekord tull frps nordheim likestiller siv jensens bruk snikislamisering martin kolbergs angrep radikal islam
"vi tolker ikke. hvor vanskelig er det å forstå? vi leser det som er skrevet, verifiserer det originale arabiske innholdet og får innholdet bekreftet i tafsir. kjøp ibn kathir, og påpek et eneste Koran-sitat fra oss, som ikke er riktig beskrevet. vi er i islamindustrien. ikke den muslimske industrien.",1,tolker ikke vanskelig forstå leser skrevet verifiserer originale arabiske innholdet får innholdet bekreftet tafsir kjøp ibn kathir påpek eneste koran sitat ikke riktig beskrevet islamindustrien ikke muslimske industrien
all islamisering. kjøp deg en sharia-samling. det er ikke slik vi skal ha det.,0,all islamisering kjøp sharia samling ikke
"vi har sett lite til kjærlig oppførsel og publisitet fra din side sumaya, og ser frem til din forbedring. etter 35 000 islamske terrorangrep siden 2001, er det et underskudd i beretningen om demonstrert kjærlighet fra det uintegrerbare.",0,sett lite kjærlig oppførsel publisitet side sumaya ser frem forbedring islamske terrorangrep underskudd beretningen demonstrert kjærlighet uintegrerbare
da jeg var ung kunne jeg kjøre tonsonsbenhagen-bussen til hovedgaten og rusle til torget med haglen uten at noen løftet et øyenbryn. noe har skjedd. islamproblemet har skjedd.,0,ung kjøre tonsonsbenhagen bussen hovedgaten rusle torget haglen løftet øyenbryn skjedd islamproblemet skjedd
hva er det som får deg til å tenke at 1 som hudfarge betyr noe og 2 at det er mindre rasistisk av deg å kalle meg blendahvit en hvis jeg omtaler deg som en pakkis? da spesielt i en negativ vinklet sammenheng som du har her nå?,1,får tenke hudfarge betyr mindre rasistisk kalle blendahvit omtaler pakkis spesielt negativ vinklet sammenheng
nok en annen som er forhindret i å avsløre ubehagelige sannheter.,1,nok annen forhindret avsløre ubehagelige sannheter
"en muslim som ikke er tro mot pedofilen, er ikke en muslim. Hvis du velger å bo i en enklave, er du ikke integrerbar. hvis du fremmer islam, fremmer du sharia. alt som er galt i henhold til norske verdier er riktig i henhold til islam. ergo hører de ikke hjemme her.",0,muslim ikke tro pedofilen ikke muslim velger bo enklave ikke integrerbar fremmer islam fremmer sharia alt galt henhold norske verdier riktig henhold islam ergo hører ikke hjemme
"du har ikke mangfold, du har enkelhet. feil kultur har skapt et skitthull der vertene plager og truer shariastyle. eller feil?",0,ikke mangfold enkelhet feil kultur skapt skitthull vertene plager truer shariastyle feil
"Jeg kommer til å slutte å kaste dritt om Frp hvis de slutter å spre fremmedfrykt, og blabber om snik islamisering og oss og dem. Jeg lover.",1,kommer slutte kaste dritt frp slutter spre fremmedfrykt blabber snik islamisering lover
sønnen til kjæresten min har fått en kjæreste. jentas far: du fortalte meg aldri at det var en pakkis du hadde møtt!,0,sønnen kjæresten fått kjæreste jentas far fortalte aldri pakkis møtt
",, og alle andre i /, vær så snill å ta ansvar og distansere deg fra dette begrepet en gang for alle! slutte å bruke begrepet!",1,andre vær snill ta ansvar distansere begrepet gang slutte bruke begrepet
"så når du kommer med eksempler på snikislamisering, er det verken eksempler på islamisering, eller noe som skjer i det skjulte. likevel hevder du at det er snikislamisering. <U+0001F914>",1,kommer eksempler snikislamisering verken eksempler islamisering skjer skjulte likevel hevder snikislamisering u f
Frykten og uvitenheten om innvandring er stor i leserinnlegget fra fredrikstad magasinet 20.02,1,frykten uvitenheten innvandring stor leserinnlegget fredrikstad magasinet
protest er innenfor rammene av demokrati. det du og dine voldelige venner gjør er langt utenfor linjen lovgiverne har trukket.,1,protest innenfor rammene demokrati dine voldelige venner gjør langt utenfor linjen lovgiverne trukket
instruksjoner til språkpolitiet: arrester alle som sier høyrepopulistisk. men la alle som bruker snikislamisering gå. fra topplag.,1,instruksjoner språkpolitiet arrester sier høyrepopulistisk la bruker snikislamisering gå topplag
Kanskje du kan be dax18 om å invitere oss til å diskutere de berikende effektene av islamsk import?,1,kanskje be dax invitere diskutere berikende effektene islamsk import
"brun pakkis uten oppførsel. fare for samfunnet, kan antenne biler, stjele som en ravn, mugge i islams tjeneste, i stand til voldtekt og blind vold. nav selvfølgelig. slike ting. ifølge statssubsidierte integratorer. fortsatt interessert? <U+0001F609><U+0001F618><U+0001F602>",0,brun pakkis oppførsel fare samfunnet antenne biler stjele ravn mugge islams tjeneste stand voldtekt blind vold nav selvfølgelig slike ting ifølge statssubsidierte integratorer fortsatt interessert u f u f u f
"nå er islamisering i gang. men idiotene som hevdet at det ikke var snik islamisering, velger likevel å se den andre veien. utrolig at hat kan gjøre en så blindet.",0,islamisering gang idiotene hevdet ikke snik islamisering velger likevel se andre veien utrolig hat gjøre blindet
"man trenger ikke å stole på gilani. møtet handler om islam, ikke gilani. hva publikum avslutter etter møtet med, avhenger av meldingen, ikke sendebudet.",1,trenger ikke stole gilani møtet handler islam ikke gilani publikum avslutter møtet avhenger meldingen ikke sendebudet
frp var Norges nest største parti under hele * snikislamisering * dritt. vi er ikke bedre.,0,frp norges nest største parti under hele snikislamisering dritt ikke bedre
sian oslo 8.august. del 2 leder stig andersen:,1,sian oslo august del leder stig andersen
"beklager wåge, men du har tydeligvis savnet at gutten som groomer for å bli kalif av Norge var ute og gikk med følget sitt med bannere for de palestinske arabernes sak.",0,beklager wåge tydeligvis savnet gutten groomer kalif norge ute gikk følget bannere palestinske arabernes sak
føler at åsene er litt som en pakkisplass,0,føler åsene litt pakkisplass
"i dag diskuterer de om korset skal fjernes fra flagget, sier tybring gjedde til kveldsinnlegget hvem diskuterer det?",1,dag diskuterer korset fjernes flagget sier tybring gjedde kveldsinnlegget diskuterer
"se for meg diskusjonen: du er en skitten liten pakkis! -Nei, det er jeg ikke, mamma. da er du virkelig det.",0,se diskusjonen skitten liten pakkis nei ikke mamma virkelig
Vietnam hadde en krig der kommunistene vant. de som deretter flyktet sier at de flyktet fra kommunismen. da er det flott at du kan fortelle dem at de tok feil.,1,vietnam krig kommunistene vant deretter flyktet sier flyktet kommunismen flott fortelle tok feil
"Jødevennlig Tyskland, hehenei! Muslimsk-vennlig / snikislamisering, heheja!",0,jødevennlig tyskland hehenei muslimsk vennlig snikislamisering heheja
vet ikke hva onani kjegle eller ting betyr. er ikke journalist ... er bare en pakkis,1,vet ikke onani kjegle ting betyr ikke journalist pakkis
Muslimske advokater lover rikdom for å drepe sharia-motstandere. er det gunstig å gi tilsvarende uintegrerbare advokater stillinger i politi og domstoler som Norge gjør?,0,muslimske advokater lover rikdom drepe sharia motstandere gunstig gi tilsvarende uintegrerbare advokater stillinger politi domstoler norge gjør
"dette handler ikke om dette som alle er enige om, men om retorikken som blant annet lederen din bruker når hun snakker om snikislamisering. også om memes som listhaug innlegg, og mange andre brune grums som kommer til overflaten hver gang frp skal snakke om innvandring.",1,handler ikke enige retorikken blant annet lederen bruker snakker snikislamisering memes listhaug innlegg andre brune grums kommer overflaten gang frp snakke innvandring
"når skal jeg begynne å fortelle at det var pakis som slo til, så kommer legen som faktisk er pakis ættis åo",0,begynne fortelle pakis slo kommer legen faktisk pakis ættis åo
lukter ekte pakkis ute hos oss nå,0,lukter ekte pakkis ute hos
lærer i 7. klasse i stavanger anklaget for å ha sneket islamisering av hege storhaug og timer da elevene bygde forskjellige religiøse bygninger av pepperkakedeig i aftenbladet-konkurransen. svarer fantastisk på sin egen facebook! &lt,1,lærer klasse stavanger anklaget sneket islamisering hege storhaug timer elevene bygde forskjellige religiøse bygninger pepperkakedeig aftenbladet konkurransen svarer fantastisk egen facebook lt
"et av ofrene for feil kultur. Tusenvis blir mishandlet, voldtatt og drept for at Merkel skal realisere drømmen hennes.",0,ofrene feil kultur tusenvis mishandlet voldtatt drept merkel realisere drømmen
"det var nok for fullt, så da endte denne lille tankegangen om snikislamisering og luskende rasisme på Facebook i stedet. hyggelig hvis du vil dele hvis du også synes det er viktig å påpeke snikracisme",1,nok fullt endte lille tankegangen snikislamisering luskende rasisme facebook stedet hyggelig dele synes viktig påpeke snikracisme
Jeg sier ikke hei. Jeg snakker som ekte pakkis. åååhååå snaaaaaaa?,1,sier ikke hei snakker ekte pakkis åååhååå snaaaaaaa
"dette er like troverdig som økonomiprofessorene som proklamerte Norge som et av verdens mest islamske land. de definerte islam i strid med islams teologi. merk at drapsmann og seksuell rovdyrtetthet ikke måles her, andersen.",1,like troverdig økonomiprofessorene proklamerte norge verdens mest islamske land definerte islam strid islams teologi merk drapsmann seksuell rovdyrtetthet ikke måles andersen
